Date,FR_10Y,IT_10Y,ES_10Y,AAA_10Y,spread_FR,spread_IT,spread_ES
2019-03-05,0.56,2.707,1.166,0.216517984050184,34.34820159498161,249.04820159498158,94.9482015949816
2019-03-06,0.512,2.614,1.123,0.1811138541074211,33.088614589257894,243.2886145892579,94.1886145892579
2019-03-07,0.423,2.487,1.05,0.1309803509597036,29.201964904029644,235.60196490402964,91.90196490402964
2019-03-08,0.41,2.506,1.063,0.1219710544043821,28.802894559561786,238.40289455956176,94.10289455956178
2019-03-11,0.473,2.563,1.164,0.1090820490458961,36.39179509541039,245.3917950954104,105.49179509541038
2019-03-12,0.476,2.539,1.185,0.1147251635682842,36.12748364317157,242.4274836431716,107.02748364317158
2019-03-13,0.467,2.56,1.202,0.1147251635682797,35.22748364317203,244.52748364317202,108.72748364317202
2019-03-14,0.471,2.499,1.209,0.1300044644419218,34.099553555807816,236.89955355580784,107.89955355580783
2019-03-15,0.462,2.498,1.201,0.1310416737271214,33.09583262728786,236.69583262728787,106.99583262728787
2019-03-18,0.454,2.462,1.168,0.1340795395141767,31.992046048582335,232.79204604858234,103.39204604858232
2019-03-19,0.476,2.487,1.183,0.1571049543599576,31.889504564004234,232.98950456400425,102.58950456400424
2019-03-20,0.458,2.511,1.177,0.1368180909245189,32.11819090754811,237.4181909075481,104.01819090754812
